index,start,end,filename,probability,true_label,true_class,predicted_class
488,254.0,254.999512,BAMBI.S517.yyyymmdd.EORASD1,0.77364236,nonartifact,1,0
489,254.5,255.499512,BAMBI.S517.yyyymmdd.EORASD1,0.43839115,nonartifact,1,1
498,259.5,260.499512,BAMBI.S517.yyyymmdd.EORASD1,0.9025458,artifact,0,0
499,260.0,260.999512,BAMBI.S517.yyyymmdd.EORASD1,0.9284607,nonartifact,1,0
500,260.5,261.499512,BAMBI.S517.yyyymmdd.EORASD1,0.8885636,nonartifact,1,0
501,261.0,261.999512,BAMBI.S517.yyyymmdd.EORASD1,0.64011335,nonartifact,1,0
504,262.5,263.499512,BAMBI.S517.yyyymmdd.EORASD1,0.29595158,nonartifact,1,1
505,263.0,263.999512,BAMBI.S517.yyyymmdd.EORASD1,0.7061567,nonartifact,1,0
506,263.5,264.499512,BAMBI.S517.yyyymmdd.EORASD1,0.83453524,nonartifact,1,0
507,264.0,264.999512,BAMBI.S517.yyyymmdd.EORASD1,0.51328766,nonartifact,1,0
508,264.5,265.499512,BAMBI.S517.yyyymmdd.EORASD1,0.83586174,nonartifact,1,0
509,265.0,265.999512,BAMBI.S517.yyyymmdd.EORASD1,0.8116219,nonartifact,1,0
510,265.5,266.499512,BAMBI.S517.yyyymmdd.EORASD1,0.85355943,nonartifact,1,0
511,266.0,266.999512,BAMBI.S517.yyyymmdd.EORASD1,0.7519773,nonartifact,1,0
512,266.5,267.499512,BAMBI.S517.yyyymmdd.EORASD1,0.7071969,nonartifact,1,0
513,267.0,267.999512,BAMBI.S517.yyyymmdd.EORASD1,0.8962093,nonartifact,1,0
514,267.5,268.499512,BAMBI.S517.yyyymmdd.EORASD1,0.920258,nonartifact,1,0
515,268.0,268.999512,BAMBI.S517.yyyymmdd.EORASD1,0.8956413,nonartifact,1,0
516,268.5,269.499512,BAMBI.S517.yyyymmdd.EORASD1,0.90284306,artifact,0,0
520,271.0,271.999512,BAMBI.S517.yyyymmdd.EORASD1,0.57020587,nonartifact,1,0
521,271.5,272.499512,BAMBI.S517.yyyymmdd.EORASD1,0.8240126,nonartifact,1,0
522,272.0,272.999512,BAMBI.S517.yyyymmdd.EORASD1,0.8124471,nonartifact,1,0
523,272.5,273.499512,BAMBI.S517.yyyymmdd.EORASD1,0.67090344,nonartifact,1,0
524,273.0,273.999512,BAMBI.S517.yyyymmdd.EORASD1,0.24693626,nonartifact,1,1
548,285.5,286.499512,BAMBI.S517.yyyymmdd.EORASD1,0.3990078,nonartifact,1,1
549,286.0,286.999512,BAMBI.S517.yyyymmdd.EORASD1,0.68129975,nonartifact,1,0
550,286.5,287.499512,BAMBI.S517.yyyymmdd.EORASD1,0.76105386,nonartifact,1,0
551,287.0,287.999512,BAMBI.S517.yyyymmdd.EORASD1,0.80548406,artifact,0,0
562,292.5,293.499512,BAMBI.S517.yyyymmdd.EORASD1,0.9449381,artifact,0,0
563,293.0,293.999512,BAMBI.S517.yyyymmdd.EORASD1,0.9272591,nonartifact,1,0
564,293.5,294.499512,BAMBI.S517.yyyymmdd.EORASD1,0.81392664,nonartifact,1,0
565,294.0,294.999512,BAMBI.S517.yyyymmdd.EORASD1,0.86454505,nonartifact,1,0
566,294.5,295.499512,BAMBI.S517.yyyymmdd.EORASD1,0.7203632,nonartifact,1,0
567,295.0,295.999512,BAMBI.S517.yyyymmdd.EORASD1,0.63827735,nonartifact,1,0
569,296.0,296.999512,BAMBI.S517.yyyymmdd.EORASD1,0.6448922,nonartifact,1,0
570,296.5,297.499512,BAMBI.S517.yyyymmdd.EORASD1,0.74710906,nonartifact,1,0
571,297.0,297.999512,BAMBI.S517.yyyymmdd.EORASD1,0.9212805,nonartifact,1,0
572,297.5,298.499512,BAMBI.S517.yyyymmdd.EORASD1,0.9048075,nonartifact,1,0
573,298.0,298.999512,BAMBI.S517.yyyymmdd.EORASD1,0.91667086,nonartifact,1,0
574,298.5,299.499512,BAMBI.S517.yyyymmdd.EORASD1,0.90980464,nonartifact,1,0
575,299.5,300.499512,BAMBI.S517.yyyymmdd.EORASD1,0.92489153,artifact,0,0
587,306.0,306.999512,BAMBI.S517.yyyymmdd.EORASD1,0.37486136,nonartifact,1,1
588,306.5,307.499512,BAMBI.S517.yyyymmdd.EORASD1,0.6886968,nonartifact,1,0
589,307.0,307.999512,BAMBI.S517.yyyymmdd.EORASD1,0.59363616,nonartifact,1,0
590,307.5,308.499512,BAMBI.S517.yyyymmdd.EORASD1,0.78787446,nonartifact,1,0
591,308.0,308.999512,BAMBI.S517.yyyymmdd.EORASD1,0.76812917,nonartifact,1,0
592,308.5,309.499512,BAMBI.S517.yyyymmdd.EORASD1,0.3870386,nonartifact,1,1
5,2.0,2.999512,SPACE.S24.yyyymmdd.ECRASD,0.92624086,artifact,0,0
6,2.5,3.499512,SPACE.S24.yyyymmdd.ECRASD,0.7054217,nonartifact,1,0
7,3.0,3.999512,SPACE.S24.yyyymmdd.ECRASD,0.33428824,nonartifact,1,1
8,3.5,4.499512,SPACE.S24.yyyymmdd.ECRASD,0.7698165,nonartifact,1,0
9,4.0,4.999512,SPACE.S24.yyyymmdd.ECRASD,0.5863645,nonartifact,1,0
44,21.5,22.499512,SPACE.S24.yyyymmdd.ECRASD,0.71039003,artifact,0,0
45,22.0,22.999512,SPACE.S24.yyyymmdd.ECRASD,0.89147884,nonartifact,1,0
46,22.5,23.499512,SPACE.S24.yyyymmdd.ECRASD,0.8843343,nonartifact,1,0
47,23.0,23.999512,SPACE.S24.yyyymmdd.ECRASD,0.85134494,nonartifact,1,0
48,23.5,24.499512,SPACE.S24.yyyymmdd.ECRASD,0.7487032,nonartifact,1,0
49,24.0,24.999512,SPACE.S24.yyyymmdd.ECRASD,0.41389433,nonartifact,1,1
56,27.5,28.499512,SPACE.S24.yyyymmdd.ECRASD,0.44716305,nonartifact,1,1
57,28.0,28.999512,SPACE.S24.yyyymmdd.ECRASD,0.90543294,nonartifact,1,0
58,28.5,29.499512,SPACE.S24.yyyymmdd.ECRASD,0.82884604,artifact,0,0
60,29.5,30.499512,SPACE.S24.yyyymmdd.ECRASD,0.86052585,artifact,0,0
61,30.0,30.999512,SPACE.S24.yyyymmdd.ECRASD,0.9057167,nonartifact,1,0
62,30.5,31.499512,SPACE.S24.yyyymmdd.ECRASD,0.9128071,artifact,0,0
80,39.5,40.499512,SPACE.S24.yyyymmdd.ECRASD,0.10816453,nonartifact,1,1
81,40.0,40.999512,SPACE.S24.yyyymmdd.ECRASD,0.76195556,nonartifact,1,0
82,40.5,41.499512,SPACE.S24.yyyymmdd.ECRASD,0.8383143,nonartifact,1,0
83,41.0,41.999512,SPACE.S24.yyyymmdd.ECRASD,0.8371268,nonartifact,1,0
84,41.5,42.499512,SPACE.S24.yyyymmdd.ECRASD,0.59852326,nonartifact,1,0
93,46.0,46.999512,SPACE.S24.yyyymmdd.ECRASD,0.43817347,nonartifact,1,1
94,46.5,47.499512,SPACE.S24.yyyymmdd.ECRASD,0.74305695,nonartifact,1,0
95,47.0,47.999512,SPACE.S24.yyyymmdd.ECRASD,0.855375,artifact,0,0
117,58.0,58.999512,SPACE.S24.yyyymmdd.ECRASD,0.92725384,artifact,0,0
118,58.5,59.499512,SPACE.S24.yyyymmdd.ECRASD,0.9160145,nonartifact,1,0
119,59.0,59.999512,SPACE.S24.yyyymmdd.ECRASD,0.81556344,nonartifact,1,0
120,59.5,60.499512,SPACE.S24.yyyymmdd.ECRASD,0.5275583,nonartifact,1,0
137,68.5,69.499512,SPACE.S24.yyyymmdd.ECRASD,0.78725696,artifact,0,0
138,69.5,70.499512,SPACE.S24.yyyymmdd.ECRASD,0.8077222,nonartifact,1,0
139,70.0,70.999512,SPACE.S24.yyyymmdd.ECRASD,0.9054687,nonartifact,1,0
140,70.5,71.499512,SPACE.S24.yyyymmdd.ECRASD,0.8706991,artifact,0,0
187,94.5,95.499512,SPACE.S24.yyyymmdd.ECRASD,0.46427217,nonartifact,1,1
188,95.0,95.999512,SPACE.S24.yyyymmdd.ECRASD,0.6885479,nonartifact,1,0
189,95.5,96.499512,SPACE.S24.yyyymmdd.ECRASD,0.5914916,nonartifact,1,0
251,127.5,128.499512,SPACE.S24.yyyymmdd.ECRASD,0.13814637,nonartifact,1,1
252,128.0,128.999512,SPACE.S24.yyyymmdd.ECRASD,0.7666383,nonartifact,1,0
253,128.5,129.499512,SPACE.S24.yyyymmdd.ECRASD,0.80482095,nonartifact,1,0
254,129.5,130.499512,SPACE.S24.yyyymmdd.ECRASD,0.68849146,artifact,0,0
279,142.0,142.999512,SPACE.S24.yyyymmdd.ECRASD,0.41602492,nonartifact,1,1
280,142.5,143.499512,SPACE.S24.yyyymmdd.ECRASD,0.6619863,nonartifact,1,0
281,143.5,144.499512,SPACE.S24.yyyymmdd.ECRASD,0.33043352,artifact,0,1
318,164.0,164.999512,SPACE.S24.yyyymmdd.ECRASD,0.46238318,nonartifact,1,1
319,164.5,165.499512,SPACE.S24.yyyymmdd.ECRASD,0.70214397,nonartifact,1,0
320,165.5,166.499512,SPACE.S24.yyyymmdd.ECRASD,0.45601982,artifact,0,1
346,179.0,179.999512,SPACE.S24.yyyymmdd.ECRASD,0.43729725,nonartifact,1,1
347,179.5,180.499512,SPACE.S24.yyyymmdd.ECRASD,0.67636055,nonartifact,1,0
348,180.0,180.999512,SPACE.S24.yyyymmdd.ECRASD,0.79671806,nonartifact,1,0
349,180.5,181.499512,SPACE.S24.yyyymmdd.ECRASD,0.86210436,nonartifact,1,0
350,181.0,181.999512,SPACE.S24.yyyymmdd.ECRASD,0.8497939,nonartifact,1,0
351,181.5,182.499512,SPACE.S24.yyyymmdd.ECRASD,0.4642215,nonartifact,1,1
7,3.0,3.999512,BAMBI.S554.yyyymmdd.EORASD1,0.45031145,nonartifact,1,1
8,3.5,4.499512,BAMBI.S554.yyyymmdd.EORASD1,0.8137038,nonartifact,1,0
9,4.0,4.999512,BAMBI.S554.yyyymmdd.EORASD1,0.7235694,nonartifact,1,0
10,4.5,5.499512,BAMBI.S554.yyyymmdd.EORASD1,0.19088477,nonartifact,1,1
12,5.5,6.499512,BAMBI.S554.yyyymmdd.EORASD1,0.414426,nonartifact,1,1
13,6.0,6.999512,BAMBI.S554.yyyymmdd.EORASD1,0.75223905,nonartifact,1,0
14,6.5,7.499512,BAMBI.S554.yyyymmdd.EORASD1,0.78660846,nonartifact,1,0
15,7.0,7.999512,BAMBI.S554.yyyymmdd.EORASD1,0.20880939,nonartifact,1,1
16,7.5,8.499512,BAMBI.S554.yyyymmdd.EORASD1,0.24582003,nonartifact,1,1
17,8.0,8.999512,BAMBI.S554.yyyymmdd.EORASD1,0.8290636,nonartifact,1,0
18,8.5,9.499512,BAMBI.S554.yyyymmdd.EORASD1,0.7131151,nonartifact,1,0
19,9.0,9.999512,BAMBI.S554.yyyymmdd.EORASD1,0.18859786,nonartifact,1,1
40,19.5,20.499512,BAMBI.S554.yyyymmdd.EORASD1,0.9405762,artifact,0,0
41,20.0,20.999512,BAMBI.S554.yyyymmdd.EORASD1,0.9371343,nonartifact,1,0
42,20.5,21.499512,BAMBI.S554.yyyymmdd.EORASD1,0.8642284,nonartifact,1,0
43,21.0,21.999512,BAMBI.S554.yyyymmdd.EORASD1,0.78232324,nonartifact,1,0
44,21.5,22.499512,BAMBI.S554.yyyymmdd.EORASD1,0.7479757,nonartifact,1,0
45,22.0,22.999512,BAMBI.S554.yyyymmdd.EORASD1,0.61894304,nonartifact,1,0
48,23.5,24.499512,BAMBI.S554.yyyymmdd.EORASD1,0.3933018,nonartifact,1,1
49,24.0,24.999512,BAMBI.S554.yyyymmdd.EORASD1,0.66743153,nonartifact,1,0
50,24.5,25.499512,BAMBI.S554.yyyymmdd.EORASD1,0.7111305,nonartifact,1,0
51,25.0,25.999512,BAMBI.S554.yyyymmdd.EORASD1,0.34725866,nonartifact,1,1
68,34.0,34.999512,BAMBI.S554.yyyymmdd.EORASD1,0.4770901,nonartifact,1,1
69,34.5,35.499512,BAMBI.S554.yyyymmdd.EORASD1,0.7041618,nonartifact,1,0
70,35.0,35.999512,BAMBI.S554.yyyymmdd.EORASD1,0.27194175,nonartifact,1,1
76,38.0,38.999512,BAMBI.S554.yyyymmdd.EORASD1,0.32879007,nonartifact,1,1
77,38.5,39.499512,BAMBI.S554.yyyymmdd.EORASD1,0.67319894,nonartifact,1,0
78,39.0,39.999512,BAMBI.S554.yyyymmdd.EORASD1,0.7891303,nonartifact,1,0
79,39.5,40.499512,BAMBI.S554.yyyymmdd.EORASD1,0.45646977,nonartifact,1,1
80,40.0,40.999512,BAMBI.S554.yyyymmdd.EORASD1,0.47234607,nonartifact,1,1
81,40.5,41.499512,BAMBI.S554.yyyymmdd.EORASD1,0.7608494,nonartifact,1,0
82,41.0,41.999512,BAMBI.S554.yyyymmdd.EORASD1,0.6207482,nonartifact,1,0
85,42.5,43.499512,BAMBI.S554.yyyymmdd.EORASD1,0.533054,nonartifact,1,0
86,43.0,43.999512,BAMBI.S554.yyyymmdd.EORASD1,0.77116007,nonartifact,1,0
87,43.5,44.499512,BAMBI.S554.yyyymmdd.EORASD1,0.75954396,nonartifact,1,0
88,44.0,44.999512,BAMBI.S554.yyyymmdd.EORASD1,0.7008604,nonartifact,1,0
89,44.5,45.499512,BAMBI.S554.yyyymmdd.EORASD1,0.65009975,nonartifact,1,0
90,45.0,45.999512,BAMBI.S554.yyyymmdd.EORASD1,0.30919752,nonartifact,1,1
107,53.5,54.499512,BAMBI.S554.yyyymmdd.EORASD1,0.09837317,nonartifact,1,1
108,54.0,54.999512,BAMBI.S554.yyyymmdd.EORASD1,0.65093493,nonartifact,1,0
109,54.5,55.499512,BAMBI.S554.yyyymmdd.EORASD1,0.7113005,nonartifact,1,0
110,55.0,55.999512,BAMBI.S554.yyyymmdd.EORASD1,0.1462434,nonartifact,1,1
139,69.5,70.499512,BAMBI.S554.yyyymmdd.EORASD1,0.24185108,nonartifact,1,1
140,70.0,70.999512,BAMBI.S554.yyyymmdd.EORASD1,0.682843,nonartifact,1,0
141,70.5,71.499512,BAMBI.S554.yyyymmdd.EORASD1,0.797004,nonartifact,1,0
142,71.0,71.999512,BAMBI.S554.yyyymmdd.EORASD1,0.6917487,nonartifact,1,0
143,71.5,72.499512,BAMBI.S554.yyyymmdd.EORASD1,0.3326944,nonartifact,1,1
163,81.5,82.499512,BAMBI.S554.yyyymmdd.EORASD1,0.24813387,nonartifact,1,1
164,82.0,82.999512,BAMBI.S554.yyyymmdd.EORASD1,0.70605457,nonartifact,1,0
165,82.5,83.499512,BAMBI.S554.yyyymmdd.EORASD1,0.7832309,nonartifact,1,0
166,83.0,83.999512,BAMBI.S554.yyyymmdd.EORASD1,0.14583012,nonartifact,1,1
169,84.5,85.499512,BAMBI.S554.yyyymmdd.EORASD1,0.3013181,nonartifact,1,1
170,85.0,85.999512,BAMBI.S554.yyyymmdd.EORASD1,0.7984004,nonartifact,1,0
171,85.5,86.499512,BAMBI.S554.yyyymmdd.EORASD1,0.86586183,nonartifact,1,0
172,86.0,86.999512,BAMBI.S554.yyyymmdd.EORASD1,0.3395303,nonartifact,1,1
208,104.0,104.999512,BAMBI.S554.yyyymmdd.EORASD1,0.36866716,nonartifact,1,1
209,104.5,105.499512,BAMBI.S554.yyyymmdd.EORASD1,0.7580676,nonartifact,1,0
210,105.0,105.999512,BAMBI.S554.yyyymmdd.EORASD1,0.7018159,nonartifact,1,0
211,105.5,106.499512,BAMBI.S554.yyyymmdd.EORASD1,0.34605616,nonartifact,1,1
220,110.0,110.999512,BAMBI.S554.yyyymmdd.EORASD1,0.31001812,nonartifact,1,1
221,110.5,111.499512,BAMBI.S554.yyyymmdd.EORASD1,0.6722932,nonartifact,1,0
222,111.0,111.999512,BAMBI.S554.yyyymmdd.EORASD1,0.58902013,nonartifact,1,0
249,124.5,125.499512,BAMBI.S554.yyyymmdd.EORASD1,0.4069733,nonartifact,1,1
250,125.0,125.999512,BAMBI.S554.yyyymmdd.EORASD1,0.7428005,nonartifact,1,0
251,125.5,126.499512,BAMBI.S554.yyyymmdd.EORASD1,0.58706623,nonartifact,1,0
254,127.0,127.999512,BAMBI.S554.yyyymmdd.EORASD1,0.35586905,nonartifact,1,1
255,127.5,128.499512,BAMBI.S554.yyyymmdd.EORASD1,0.81400514,nonartifact,1,0
256,128.0,128.999512,BAMBI.S554.yyyymmdd.EORASD1,0.8081823,nonartifact,1,0
257,128.5,129.499512,BAMBI.S554.yyyymmdd.EORASD1,0.42381752,nonartifact,1,1
279,140.0,140.999512,BAMBI.S554.yyyymmdd.EORASD1,0.29302526,nonartifact,1,1
280,140.5,141.499512,BAMBI.S554.yyyymmdd.EORASD1,0.6555145,nonartifact,1,0
281,141.0,141.999512,BAMBI.S554.yyyymmdd.EORASD1,0.84834546,artifact,0,0
314,158.0,158.999512,BAMBI.S554.yyyymmdd.EORASD1,0.28159818,nonartifact,1,1
315,158.5,159.499512,BAMBI.S554.yyyymmdd.EORASD1,0.6767905,nonartifact,1,0
316,159.0,159.999512,BAMBI.S554.yyyymmdd.EORASD1,0.67853713,nonartifact,1,0
317,159.5,160.499512,BAMBI.S554.yyyymmdd.EORASD1,0.40994784,nonartifact,1,1
334,168.0,168.999512,BAMBI.S554.yyyymmdd.EORASD1,0.5562256,nonartifact,1,0
335,168.5,169.499512,BAMBI.S554.yyyymmdd.EORASD1,0.69081956,nonartifact,1,0
336,169.0,169.999512,BAMBI.S554.yyyymmdd.EORASD1,0.41479433,nonartifact,1,1
358,180.5,181.499512,BAMBI.S554.yyyymmdd.EORASD1,0.5351374,nonartifact,1,0
359,181.0,181.999512,BAMBI.S554.yyyymmdd.EORASD1,0.842453,nonartifact,1,0
360,181.5,182.499512,BAMBI.S554.yyyymmdd.EORASD1,0.89307064,nonartifact,1,0
361,182.0,182.999512,BAMBI.S554.yyyymmdd.EORASD1,0.7778977,nonartifact,1,0
362,182.5,183.499512,BAMBI.S554.yyyymmdd.EORASD1,0.5134845,nonartifact,1,0
408,205.5,206.499512,BAMBI.S554.yyyymmdd.EORASD1,0.870845,artifact,0,0
409,206.0,206.999512,BAMBI.S554.yyyymmdd.EORASD1,0.7873398,nonartifact,1,0
