start_time,end_time,filename,probability,true_label,true_class,predicted_class
91,91.999512,BAMBI.S502.yyyymmdd.ECRASD1,0.24053164,artifact,0,1
91.5,92.499512,BAMBI.S502.yyyymmdd.ECRASD1,0.30708203,artifact,0,1
92,92.999512,BAMBI.S502.yyyymmdd.ECRASD1,0.63716424,artifact,0,0
92.5,93.499512,BAMBI.S502.yyyymmdd.ECRASD1,0.49224275,artifact,0,1
93,93.999512,BAMBI.S502.yyyymmdd.ECRASD1,0.12340929,artifact,0,1
93.5,94.499512,BAMBI.S502.yyyymmdd.ECRASD1,0.17623058,nonartifact,1,1
130,130.999512,BAMBI.S502.yyyymmdd.ECRASD1,0.041916534,nonartifact,1,1
130.5,131.499512,BAMBI.S502.yyyymmdd.ECRASD1,0.11512998,artifact,0,1
131,131.999512,BAMBI.S502.yyyymmdd.ECRASD1,0.2141885,artifact,0,1
131.5,132.499512,BAMBI.S502.yyyymmdd.ECRASD1,0.25164464,artifact,0,1
132,132.999512,BAMBI.S502.yyyymmdd.ECRASD1,0.25536966,nonartifact,1,1
169.5,170.499512,BAMBI.S502.yyyymmdd.ECRASD1,0.15997544,nonartifact,1,1
170.5,171.499512,BAMBI.S502.yyyymmdd.ECRASD1,0.37553194,artifact,0,1
171,171.999512,BAMBI.S502.yyyymmdd.ECRASD1,0.89099914,artifact,0,0
175,175.999512,BAMBI.S502.yyyymmdd.ECRASD1,0.23896861,nonartifact,1,1
175.5,176.499512,BAMBI.S502.yyyymmdd.ECRASD1,0.26774836,artifact,0,1
176,176.999512,BAMBI.S502.yyyymmdd.ECRASD1,0.28922778,artifact,0,1
176.5,177.499512,BAMBI.S502.yyyymmdd.ECRASD1,0.23163298,artifact,0,1
177,177.999512,BAMBI.S502.yyyymmdd.ECRASD1,0.23323455,artifact,0,1
177.5,178.499512,BAMBI.S502.yyyymmdd.ECRASD1,0.3888008,artifact,0,1
178,178.999512,BAMBI.S502.yyyymmdd.ECRASD1,0.24996828,artifact,0,1
178.5,179.499512,BAMBI.S502.yyyymmdd.ECRASD1,0.26438472,nonartifact,1,1
191.5,192.499512,BAMBI.S502.yyyymmdd.ECRASD1,0.19358797,nonartifact,1,1
192,192.999512,BAMBI.S502.yyyymmdd.ECRASD1,0.114989854,artifact,0,1
192.5,193.499512,BAMBI.S502.yyyymmdd.ECRASD1,0.17587703,artifact,0,1
193,193.999512,BAMBI.S502.yyyymmdd.ECRASD1,0.22528689,artifact,0,1
0,0.999512,BAMBI.S502.yyyymmdd.EORASD1,0.5067443,artifact,0,0
0.5,1.499512,BAMBI.S502.yyyymmdd.EORASD1,0.354682,artifact,0,1
1,1.999512,BAMBI.S502.yyyymmdd.EORASD1,0.07989674,artifact,0,1
1.5,2.499512,BAMBI.S502.yyyymmdd.EORASD1,0.14887305,nonartifact,1,1
18.5,19.499512,BAMBI.S502.yyyymmdd.EORASD1,0.03244669,nonartifact,1,1
19,19.999512,BAMBI.S502.yyyymmdd.EORASD1,0.086947784,artifact,0,1
19.5,20.499512,BAMBI.S502.yyyymmdd.EORASD1,0.300953,artifact,0,1
20,20.999512,BAMBI.S502.yyyymmdd.EORASD1,0.33843207,artifact,0,1
20.5,21.499512,BAMBI.S502.yyyymmdd.EORASD1,0.27246577,artifact,0,1
21.5,22.499512,BAMBI.S502.yyyymmdd.EORASD1,0.08360272,nonartifact,1,1
27.5,28.499512,BAMBI.S502.yyyymmdd.EORASD1,0.16053788,nonartifact,1,1
28,28.999512,BAMBI.S502.yyyymmdd.EORASD1,0.15239573,artifact,0,1
28.5,29.499512,BAMBI.S502.yyyymmdd.EORASD1,0.35572442,artifact,0,1
29,29.999512,BAMBI.S502.yyyymmdd.EORASD1,0.10182295,artifact,0,1
29.5,30.499512,BAMBI.S502.yyyymmdd.EORASD1,0.032132015,artifact,0,1
30,30.999512,BAMBI.S502.yyyymmdd.EORASD1,0.08499449,nonartifact,1,1
33,33.999512,BAMBI.S502.yyyymmdd.EORASD1,0.5437319,artifact,0,0
33.5,34.499512,BAMBI.S502.yyyymmdd.EORASD1,0.10558003,artifact,0,1
34,34.999512,BAMBI.S502.yyyymmdd.EORASD1,0.24741879,nonartifact,1,1
45.5,46.499512,BAMBI.S502.yyyymmdd.EORASD1,0.058408026,nonartifact,1,1
46,46.999512,BAMBI.S502.yyyymmdd.EORASD1,0.035265666,artifact,0,1
46.5,47.499512,BAMBI.S502.yyyymmdd.EORASD1,0.2032221,artifact,0,1
47,47.999512,BAMBI.S502.yyyymmdd.EORASD1,0.11545732,artifact,0,1
47.5,48.499512,BAMBI.S502.yyyymmdd.EORASD1,0.08786811,artifact,0,1
48,48.999512,BAMBI.S502.yyyymmdd.EORASD1,0.16968985,artifact,0,1
48.5,49.499512,BAMBI.S502.yyyymmdd.EORASD1,0.524126,artifact,0,0
49,49.999512,BAMBI.S502.yyyymmdd.EORASD1,0.39538622,artifact,0,1
49.5,50.499512,BAMBI.S502.yyyymmdd.EORASD1,0.040918604,artifact,0,1
50,50.999512,BAMBI.S502.yyyymmdd.EORASD1,0.039347116,nonartifact,1,1
55,55.999512,BAMBI.S502.yyyymmdd.EORASD1,0.44209465,artifact,0,1
55.5,56.499512,BAMBI.S502.yyyymmdd.EORASD1,0.35976696,artifact,0,1
56,56.999512,BAMBI.S502.yyyymmdd.EORASD1,0.35312682,artifact,0,1
56.5,57.499512,BAMBI.S502.yyyymmdd.EORASD1,0.29411063,artifact,0,1
57,57.999512,BAMBI.S502.yyyymmdd.EORASD1,0.48261958,nonartifact,1,1
90.5,91.499512,BAMBI.S502.yyyymmdd.EORASD1,0.71942407,artifact,0,0
91,91.999512,BAMBI.S502.yyyymmdd.EORASD1,0.19691938,artifact,0,1
91.5,92.499512,BAMBI.S502.yyyymmdd.EORASD1,0.27160662,artifact,0,1
92,92.999512,BAMBI.S502.yyyymmdd.EORASD1,0.28750032,artifact,0,1
92.5,93.499512,BAMBI.S502.yyyymmdd.EORASD1,0.36924812,artifact,0,1
93,93.999512,BAMBI.S502.yyyymmdd.EORASD1,0.34663403,nonartifact,1,1
95.5,96.499512,BAMBI.S502.yyyymmdd.EORASD1,0.48550662,artifact,0,1
96,96.999512,BAMBI.S502.yyyymmdd.EORASD1,0.36958355,artifact,0,1
96.5,97.499512,BAMBI.S502.yyyymmdd.EORASD1,0.34919214,artifact,0,1
97.5,98.499512,BAMBI.S502.yyyymmdd.EORASD1,0.2797632,nonartifact,1,1
99.5,100.499512,BAMBI.S502.yyyymmdd.EORASD1,0.3599157,nonartifact,1,1
100.5,101.499512,BAMBI.S502.yyyymmdd.EORASD1,0.33168903,artifact,0,1
101,101.999512,BAMBI.S502.yyyymmdd.EORASD1,0.5198804,artifact,0,0
102.5,103.499512,BAMBI.S502.yyyymmdd.EORASD1,0.48019698,artifact,0,1
103,103.999512,BAMBI.S502.yyyymmdd.EORASD1,0.37981293,artifact,0,1
103.5,104.499512,BAMBI.S502.yyyymmdd.EORASD1,0.24314994,artifact,0,1
104,104.999512,BAMBI.S502.yyyymmdd.EORASD1,0.20587444,nonartifact,1,1
104.5,105.499512,BAMBI.S502.yyyymmdd.EORASD1,0.26389107,nonartifact,1,1
105,105.999512,BAMBI.S502.yyyymmdd.EORASD1,0.2660805,artifact,0,1
105.5,106.499512,BAMBI.S502.yyyymmdd.EORASD1,0.69024235,artifact,0,0
106,106.999512,BAMBI.S502.yyyymmdd.EORASD1,0.6733069,artifact,0,0
106.5,107.499512,BAMBI.S502.yyyymmdd.EORASD1,0.2175164,artifact,0,1
107,107.999512,BAMBI.S502.yyyymmdd.EORASD1,0.13838455,nonartifact,1,1
130,130.999512,BAMBI.S502.yyyymmdd.EORASD1,0.47504166,nonartifact,1,1
130.5,131.499512,BAMBI.S502.yyyymmdd.EORASD1,0.14247715,artifact,0,1
131,131.999512,BAMBI.S502.yyyymmdd.EORASD1,0.76258993,artifact,0,0
138,138.999512,BAMBI.S502.yyyymmdd.EORASD1,0.405883,artifact,0,1
138.5,139.499512,BAMBI.S502.yyyymmdd.EORASD1,0.31440467,artifact,0,1
139,139.999512,BAMBI.S502.yyyymmdd.EORASD1,0.4216932,nonartifact,1,1
139.5,140.499512,BAMBI.S502.yyyymmdd.EORASD1,0.4692334,nonartifact,1,1
140.5,141.499512,BAMBI.S502.yyyymmdd.EORASD1,0.29818216,artifact,0,1
141,141.999512,BAMBI.S502.yyyymmdd.EORASD1,0.6895893,artifact,0,0
153,153.999512,BAMBI.S502.yyyymmdd.EORASD1,0.16388425,nonartifact,1,1
153.5,154.499512,BAMBI.S502.yyyymmdd.EORASD1,0.375126,artifact,0,1
154,154.999512,BAMBI.S502.yyyymmdd.EORASD1,0.36125043,artifact,0,1
154.5,155.499512,BAMBI.S502.yyyymmdd.EORASD1,0.29001933,artifact,0,1
155,155.999512,BAMBI.S502.yyyymmdd.EORASD1,0.44462344,artifact,0,1
156,156.999512,BAMBI.S502.yyyymmdd.EORASD1,0.56972206,artifact,0,0
156.5,157.499512,BAMBI.S502.yyyymmdd.EORASD1,0.37667423,artifact,0,1
157.5,158.499512,BAMBI.S502.yyyymmdd.EORASD1,0.2138798,nonartifact,1,1
174,174.999512,BAMBI.S502.yyyymmdd.EORASD1,0.21208039,nonartifact,1,1
174.5,175.499512,BAMBI.S502.yyyymmdd.EORASD1,0.23292165,artifact,0,1
175,175.999512,BAMBI.S502.yyyymmdd.EORASD1,0.64159554,artifact,0,0
176,176.999512,BAMBI.S502.yyyymmdd.EORASD1,0.4996671,artifact,0,1
176.5,177.499512,BAMBI.S502.yyyymmdd.EORASD1,0.17117292,artifact,0,1
177,177.999512,BAMBI.S502.yyyymmdd.EORASD1,0.17136274,artifact,0,1
177.5,178.499512,BAMBI.S502.yyyymmdd.EORASD1,0.07382172,artifact,0,1
178,178.999512,BAMBI.S502.yyyymmdd.EORASD1,0.06991683,artifact,0,1
178.5,179.499512,BAMBI.S502.yyyymmdd.EORASD1,0.13147578,nonartifact,1,1
179,179.999512,BAMBI.S502.yyyymmdd.EORASD1,0.30142662,artifact,0,1
179.5,180.499512,BAMBI.S502.yyyymmdd.EORASD1,0.5034642,artifact,0,0
0.5,1.499512,BAMBI.S503.yyyymmdd.ECRASD1,0.5318748,artifact,0,0
1,1.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.38534763,artifact,0,1
1.5,2.499512,BAMBI.S503.yyyymmdd.ECRASD1,0.76241857,artifact,0,0
2,2.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.6528654,artifact,0,0
2.5,3.499512,BAMBI.S503.yyyymmdd.ECRASD1,0.26687476,artifact,0,1
3,3.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.32887226,artifact,0,1
3.5,4.499512,BAMBI.S503.yyyymmdd.ECRASD1,0.72230875,artifact,0,0
15.5,16.499512,BAMBI.S503.yyyymmdd.ECRASD1,0.5001161,artifact,0,0
16,16.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.19728686,artifact,0,1
16.5,17.499512,BAMBI.S503.yyyymmdd.ECRASD1,0.82867974,artifact,0,0
37,37.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.4361657,artifact,0,1
37.5,38.499512,BAMBI.S503.yyyymmdd.ECRASD1,0.2945614,artifact,0,1
38,38.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.32709444,artifact,0,1
38.5,39.499512,BAMBI.S503.yyyymmdd.ECRASD1,0.18666025,artifact,0,1
39,39.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.3331572,artifact,0,1
40,40.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.20084839,nonartifact,1,1
73,73.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.20227966,nonartifact,1,1
73.5,74.499512,BAMBI.S503.yyyymmdd.ECRASD1,0.32779413,artifact,0,1
74,74.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.8790982,artifact,0,0
86,86.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.46524802,artifact,0,1
86.5,87.499512,BAMBI.S503.yyyymmdd.ECRASD1,0.39884144,artifact,0,1
87,87.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.23704714,artifact,0,1
88,88.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.57806903,nonartifact,1,0
181.5,182.499512,BAMBI.S503.yyyymmdd.ECRASD1,0.30972993,nonartifact,1,1
182,182.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.3282263,artifact,0,1
182.5,183.499512,BAMBI.S503.yyyymmdd.ECRASD1,0.32638648,artifact,0,1
183,183.999512,BAMBI.S503.yyyymmdd.ECRASD1,0.25084597,artifact,0,1
39,39.999512,BAMBI.S503.yyyymmdd.EORASD1,0.02498467,nonartifact,1,1
39.5,40.499512,BAMBI.S503.yyyymmdd.EORASD1,0.17249614,artifact,0,1
40,40.999512,BAMBI.S503.yyyymmdd.EORASD1,0.18059103,artifact,0,1
40.5,41.499512,BAMBI.S503.yyyymmdd.EORASD1,0.114779346,artifact,0,1
41,41.999512,BAMBI.S503.yyyymmdd.EORASD1,0.05071794,artifact,0,1
41.5,42.499512,BAMBI.S503.yyyymmdd.EORASD1,0.042182628,nonartifact,1,1
64,64.999512,BAMBI.S503.yyyymmdd.EORASD1,0.03566897,nonartifact,1,1
64.5,65.499512,BAMBI.S503.yyyymmdd.EORASD1,0.03551582,artifact,0,1
65,65.999512,BAMBI.S503.yyyymmdd.EORASD1,0.074121535,artifact,0,1
65.5,66.499512,BAMBI.S503.yyyymmdd.EORASD1,0.22499876,artifact,0,1
66,66.999512,BAMBI.S503.yyyymmdd.EORASD1,0.13293166,nonartifact,1,1
79.5,80.499512,BAMBI.S503.yyyymmdd.EORASD1,0.23553404,nonartifact,1,1
80.5,81.499512,BAMBI.S503.yyyymmdd.EORASD1,0.23996405,artifact,0,1
81,81.999512,BAMBI.S503.yyyymmdd.EORASD1,0.08853652,artifact,0,1
81.5,82.499512,BAMBI.S503.yyyymmdd.EORASD1,0.25295356,artifact,0,1
82.5,83.499512,BAMBI.S503.yyyymmdd.EORASD1,0.20847154,nonartifact,1,1
99.5,100.499512,BAMBI.S503.yyyymmdd.EORASD1,0.029059298,nonartifact,1,1
100,100.999512,BAMBI.S503.yyyymmdd.EORASD1,0.18539943,artifact,0,1
100.5,101.499512,BAMBI.S503.yyyymmdd.EORASD1,0.2528045,artifact,0,1
101,101.999512,BAMBI.S503.yyyymmdd.EORASD1,0.17491166,artifact,0,1
101.5,102.499512,BAMBI.S503.yyyymmdd.EORASD1,0.10392125,nonartifact,1,1
149.5,150.499512,BAMBI.S503.yyyymmdd.EORASD1,0.7901964,artifact,0,0
150,150.999512,BAMBI.S503.yyyymmdd.EORASD1,0.30741486,artifact,0,1
150.5,151.499512,BAMBI.S503.yyyymmdd.EORASD1,0.37288773,artifact,0,1
151.5,152.499512,BAMBI.S503.yyyymmdd.EORASD1,0.32355788,nonartifact,1,1
156.5,157.499512,BAMBI.S503.yyyymmdd.EORASD1,0.22033158,nonartifact,1,1
157.5,158.499512,BAMBI.S503.yyyymmdd.EORASD1,0.29735604,artifact,0,1
158,158.999512,BAMBI.S503.yyyymmdd.EORASD1,0.352422,artifact,0,1
158.5,159.499512,BAMBI.S503.yyyymmdd.EORASD1,0.66128755,nonartifact,1,0
170.5,171.499512,BAMBI.S503.yyyymmdd.EORASD1,0.06928409,nonartifact,1,1
171,171.999512,BAMBI.S503.yyyymmdd.EORASD1,0.06812637,artifact,0,1
171.5,172.499512,BAMBI.S503.yyyymmdd.EORASD1,0.10979681,artifact,0,1
172,172.999512,BAMBI.S503.yyyymmdd.EORASD1,0.13067478,artifact,0,1
172.5,173.499512,BAMBI.S503.yyyymmdd.EORASD1,0.19971086,nonartifact,1,1
176,176.999512,BAMBI.S503.yyyymmdd.EORASD1,0.41650254,artifact,0,1
176.5,177.499512,BAMBI.S503.yyyymmdd.EORASD1,0.24690944,artifact,0,1
177,177.999512,BAMBI.S503.yyyymmdd.EORASD1,0.15492508,nonartifact,1,1
177.5,178.499512,BAMBI.S503.yyyymmdd.EORASD1,0.07851349,artifact,0,1
178,178.999512,BAMBI.S503.yyyymmdd.EORASD1,0.14746845,artifact,0,1
178.5,179.499512,BAMBI.S503.yyyymmdd.EORASD1,0.06492937,artifact,0,1
179,179.999512,BAMBI.S503.yyyymmdd.EORASD1,0.03805331,nonartifact,1,1
183.5,184.499512,BAMBI.S503.yyyymmdd.EORASD1,0.20527843,nonartifact,1,1
184,184.999512,BAMBI.S503.yyyymmdd.EORASD1,0.1294397,artifact,0,1
184.5,185.499512,BAMBI.S503.yyyymmdd.EORASD1,0.5055258,artifact,0,0
14,14.999512,BAMBI.S504.yyyymmdd.ECRASD1,0.29561874,nonartifact,1,1
14.5,15.499512,BAMBI.S504.yyyymmdd.ECRASD1,0.37999153,artifact,0,1
15,15.999512,BAMBI.S504.yyyymmdd.ECRASD1,0.7409857,artifact,0,0
23,23.999512,BAMBI.S504.yyyymmdd.ECRASD1,0.23386115,nonartifact,1,1
23.5,24.499512,BAMBI.S504.yyyymmdd.ECRASD1,0.19593923,artifact,0,1
24,24.999512,BAMBI.S504.yyyymmdd.ECRASD1,0.2758137,artifact,0,1
24.5,25.499512,BAMBI.S504.yyyymmdd.ECRASD1,0.56940794,artifact,0,0
25,25.999512,BAMBI.S504.yyyymmdd.ECRASD1,0.18534817,artifact,0,1
25.5,26.499512,BAMBI.S504.yyyymmdd.ECRASD1,0.115659036,nonartifact,1,1
38.5,39.499512,BAMBI.S504.yyyymmdd.ECRASD1,0.41155168,artifact,0,1
39,39.999512,BAMBI.S504.yyyymmdd.ECRASD1,0.18293466,artifact,0,1
39.5,40.499512,BAMBI.S504.yyyymmdd.ECRASD1,0.16156045,artifact,0,1
40.5,41.499512,BAMBI.S504.yyyymmdd.ECRASD1,0.5911956,artifact,0,0
47,47.999512,BAMBI.S504.yyyymmdd.ECRASD1,0.27073154,nonartifact,1,1
48,48.999512,BAMBI.S504.yyyymmdd.ECRASD1,0.305577,artifact,0,1
48.5,49.499512,BAMBI.S504.yyyymmdd.ECRASD1,0.2678312,artifact,0,1
49.5,50.499512,BAMBI.S504.yyyymmdd.ECRASD1,0.3793989,nonartifact,1,1
74.5,75.499512,BAMBI.S504.yyyymmdd.ECRASD1,0.12128061,nonartifact,1,1
75,75.999512,BAMBI.S504.yyyymmdd.ECRASD1,0.12349567,artifact,0,1
75.5,76.499512,BAMBI.S504.yyyymmdd.ECRASD1,0.19007252,artifact,0,1
76,76.999512,BAMBI.S504.yyyymmdd.ECRASD1,0.65776896,artifact,0,0
159.5,160.499512,BAMBI.S504.yyyymmdd.ECRASD1,0.3116215,nonartifact,1,1
160,160.999512,BAMBI.S504.yyyymmdd.ECRASD1,0.39090934,artifact,0,1
160.5,161.499512,BAMBI.S504.yyyymmdd.ECRASD1,0.8198772,artifact,0,0
4.5,5.499512,BAMBI.S504.yyyymmdd.EORASD1,0.12601921,nonartifact,1,1
5,5.999512,BAMBI.S504.yyyymmdd.EORASD1,0.15179901,artifact,0,1
5.5,6.499512,BAMBI.S504.yyyymmdd.EORASD1,0.060778085,artifact,0,1
6,6.999512,BAMBI.S504.yyyymmdd.EORASD1,0.7004087,artifact,0,0
6.5,7.499512,BAMBI.S504.yyyymmdd.EORASD1,0.6854368,artifact,0,0
7,7.999512,BAMBI.S504.yyyymmdd.EORASD1,0.08871453,artifact,0,1
7.5,8.499512,BAMBI.S504.yyyymmdd.EORASD1,0.18937127,nonartifact,1,1
21.5,22.499512,BAMBI.S504.yyyymmdd.EORASD1,0.28351316,nonartifact,1,1
22,22.999512,BAMBI.S504.yyyymmdd.EORASD1,0.39771187,artifact,0,1
22.5,23.499512,BAMBI.S504.yyyymmdd.EORASD1,0.6960725,artifact,0,0
38,38.999512,BAMBI.S504.yyyymmdd.EORASD1,0.25786042,nonartifact,1,1
38.5,39.499512,BAMBI.S504.yyyymmdd.EORASD1,0.39346585,artifact,0,1
39,39.999512,BAMBI.S504.yyyymmdd.EORASD1,0.32170093,artifact,0,1
40,40.999512,BAMBI.S504.yyyymmdd.EORASD1,0.30790126,nonartifact,1,1
46.5,47.499512,BAMBI.S504.yyyymmdd.EORASD1,0.48809424,nonartifact,1,1
47,47.999512,BAMBI.S504.yyyymmdd.EORASD1,0.24869391,artifact,0,1
47.5,48.499512,BAMBI.S504.yyyymmdd.EORASD1,0.26414087,artifact,0,1
48,48.999512,BAMBI.S504.yyyymmdd.EORASD1,0.39297366,artifact,0,1
48.5,49.499512,BAMBI.S504.yyyymmdd.EORASD1,0.17674042,artifact,0,1
49,49.999512,BAMBI.S504.yyyymmdd.EORASD1,0.3773835,nonartifact,1,1
57,57.999512,BAMBI.S504.yyyymmdd.EORASD1,0.45829767,artifact,0,1
57.5,58.499512,BAMBI.S504.yyyymmdd.EORASD1,0.2964084,artifact,0,1
58,58.999512,BAMBI.S504.yyyymmdd.EORASD1,0.47694317,artifact,0,1
70.5,71.499512,BAMBI.S504.yyyymmdd.EORASD1,0.31879935,nonartifact,1,1
71.5,72.499512,BAMBI.S504.yyyymmdd.EORASD1,0.34392643,artifact,0,1
72,72.999512,BAMBI.S504.yyyymmdd.EORASD1,0.66696775,artifact,0,0
106,106.999512,BAMBI.S504.yyyymmdd.EORASD1,0.027702805,nonartifact,1,1
106.5,107.499512,BAMBI.S504.yyyymmdd.EORASD1,0.13286752,artifact,0,1
107,107.999512,BAMBI.S504.yyyymmdd.EORASD1,0.34294388,artifact,0,1
107.5,108.499512,BAMBI.S504.yyyymmdd.EORASD1,0.45133603,artifact,0,1
109,109.999512,BAMBI.S504.yyyymmdd.EORASD1,0.4396637,artifact,0,1
109.5,110.499512,BAMBI.S504.yyyymmdd.EORASD1,0.32426837,artifact,0,1
